"night";"group";"group_night";"IdLabel";"phase";"cond";"patch";"sex";"n";"vol_consumed";"phase_dur";"vis_hour";"ml_hour";"rev_night"
15;"6f";5;"Ind34";1;"test";1;"f";34;0;4;8.5;0;3
15;"6f";5;"Ind34";1;"test";2;"f";144;0.99;4;36;0.2475;3
15;"6f";5;"Ind34";2;"test";1;"f";225;0.75;8;28.125;0.09375;3
15;"6f";5;"Ind34";2;"test";2;"f";932;2.97;8;116.5;0.37125;3
15;"6f";5;"Ind35";1;"test";1;"f";63;0;4;15.75;0;3
15;"6f";5;"Ind35";1;"test";2;"f";100;1.08;4;25;0.27;3
15;"6f";5;"Ind35";2;"test";1;"f";2863;11.88;8;357.875;1.485;3
15;"6f";5;"Ind35";2;"test";2;"f";145;0.54;8;18.125;0.0675;3
15;"6f";5;"Ind36";1;"test";1;"f";9;0;4;2.25;0;3
15;"6f";5;"Ind36";1;"test";2;"f";1207;15.36;4;301.75;3.84;3
15;"6f";5;"Ind36";2;"test";2;"f";3024;17.28;8;378;2.16;3
16;"6f";6;"Ind31";1;"test";1;"f";985;6.27;6;164.166666666667;1.045;2
16;"6f";6;"Ind31";1;"test";2;"f";44;0;6;7.33333333333333;0;2
16;"6f";6;"Ind31";2;"test";1;"f";385;2.01;6;64.1666666666667;0.335;2
16;"6f";6;"Ind31";2;"test";2;"f";988;4.11;6;164.666666666667;0.685;2
16;"6f";6;"Ind32";1;"test";1;"f";2455;15.75;6;409.166666666667;2.625;2
16;"6f";6;"Ind32";1;"test";2;"f";1;0;6;0.166666666666667;0;2
16;"6f";6;"Ind32";2;"test";1;"f";1762;8.07;6;293.666666666667;1.345;2
16;"6f";6;"Ind33";1;"test";1;"f";237;1.26;6;39.5;0.21;2
16;"6f";6;"Ind33";1;"test";2;"f";66;0;6;11;0;2
16;"6f";6;"Ind33";2;"test";1;"f";363;1.56;6;60.5;0.26;2
16;"6f";6;"Ind33";2;"test";2;"f";233;0.93;6;38.8333333333333;0.155;2
16;"6f";6;"Ind34";1;"test";1;"f";143;1.02;6;23.8333333333333;0.17;2
16;"6f";6;"Ind34";1;"test";2;"f";52;0;6;8.66666666666667;0;2
16;"6f";6;"Ind34";2;"test";1;"f";659;3.3;6;109.833333333333;0.55;2
16;"6f";6;"Ind34";2;"test";2;"f";298;1.17;6;49.6666666666667;0.195;2
16;"6f";6;"Ind35";1;"test";1;"f";1806;16.62;6;301;2.77;2
16;"6f";6;"Ind35";2;"test";1;"f";1622;7.41;6;270.333333333333;1.235;2
16;"6f";6;"Ind35";2;"test";2;"f";6;0.06;6;1;0.01;2
16;"6f";6;"Ind36";1;"test";1;"f";166;0.9;6;27.6666666666667;0.15;2
16;"6f";6;"Ind36";1;"test";2;"f";65;0;6;10.8333333333333;0;2
16;"6f";6;"Ind36";2;"test";1;"f";67;0.27;6;11.1666666666667;0.045;2
16;"6f";6;"Ind36";2;"test";2;"f";2602;16.11;6;433.666666666667;2.685;2
17;"6f";7;"Ind31";1;"test";1;"f";17;0;7.5;2.26666666666667;0;1
17;"6f";7;"Ind31";1;"test";2;"f";2335;19.14;7.5;311.333333333333;2.552;1
17;"6f";7;"Ind31";2;"test";1;"f";8;0.06;4.5;1.77777777777778;0.0133333333333333;1
17;"6f";7;"Ind31";2;"test";2;"f";1227;5.49;4.5;272.666666666667;1.22;1
17;"6f";7;"Ind32";1;"test";1;"f";98;0;7.5;13.0666666666667;0;1
17;"6f";7;"Ind32";1;"test";2;"f";98;0.57;7.5;13.0666666666667;0.076;1
17;"6f";7;"Ind32";2;"test";1;"f";1933;7.26;4.5;429.555555555556;1.61333333333333;1
17;"6f";7;"Ind32";2;"test";2;"f";11;0.03;4.5;2.44444444444444;0.00666666666666667;1
17;"6f";7;"Ind33";1;"test";1;"f";19;0;7.5;2.53333333333333;0;1
17;"6f";7;"Ind33";1;"test";2;"f";694;4.2;7.5;92.5333333333333;0.56;1
17;"6f";7;"Ind33";2;"test";1;"f";69;0.45;4.5;15.3333333333333;0.1;1
17;"6f";7;"Ind33";2;"test";2;"f";442;1.74;4.5;98.2222222222222;0.386666666666667;1
17;"6f";7;"Ind34";1;"test";1;"f";27;0;7.5;3.6;0;1
17;"6f";7;"Ind34";1;"test";2;"f";352;2.07;7.5;46.9333333333333;0.276;1
17;"6f";7;"Ind34";2;"test";1;"f";109;0.57;4.5;24.2222222222222;0.126666666666667;1
17;"6f";7;"Ind34";2;"test";2;"f";709;2.64;4.5;157.555555555556;0.586666666666667;1
17;"6f";7;"Ind35";1;"test";1;"f";184;0;7.5;24.5333333333333;0;1
17;"6f";7;"Ind35";1;"test";2;"f";428;3.06;7.5;57.0666666666667;0.408;1
17;"6f";7;"Ind35";2;"test";1;"f";1897;8.16;4.5;421.555555555556;1.81333333333333;1
17;"6f";7;"Ind35";2;"test";2;"f";13;0.03;4.5;2.88888888888889;0.00666666666666667;1
17;"6f";7;"Ind36";1;"test";1;"f";1;0;7.5;0.133333333333333;0;1
17;"6f";7;"Ind36";1;"test";2;"f";2774;23.31;7.5;369.866666666667;3.108;1
17;"6f";7;"Ind36";2;"test";1;"f";6;0.03;4.5;1.33333333333333;0.00666666666666667;1
17;"6f";7;"Ind36";2;"test";2;"f";1831;7.23;4.5;406.888888888889;1.60666666666667;1
18;"6m";-1;"Ind25";1;"train";1;"m";26;0.78;5.6;4.64285714285714;0.139285714285714;NA
18;"6m";-1;"Ind25";1;"train";2;"m";182;5.43;5.6;32.5;0.969642857142857;NA
18;"6m";-1;"Ind25";2;"train";1;"m";29;0.87;6.4;4.53125;0.1359375;NA
18;"6m";-1;"Ind25";2;"train";2;"m";349;10.11;6.4;54.53125;1.5796875;NA
18;"6m";-1;"Ind26";2;"train";1;"m";30;0.87;6.4;4.6875;0.1359375;NA
18;"6m";-1;"Ind26";2;"train";2;"m";36;1.08;6.4;5.625;0.16875;NA
18;"6m";-1;"Ind27";2;"train";1;"m";47;1.41;6.4;7.34375;0.2203125;NA
18;"6m";-1;"Ind27";2;"train";2;"m";18;0.54;6.4;2.8125;0.084375;NA
18;"6m";-1;"Ind28";1;"train";1;"m";8;0.24;5.6;1.42857142857143;0.0428571428571429;NA
18;"6m";-1;"Ind28";1;"train";2;"m";245;7.35;5.6;43.75;1.3125;NA
18;"6m";-1;"Ind28";2;"train";1;"m";1;0.03;6.4;0.15625;0.0046875;NA
18;"6m";-1;"Ind28";2;"train";2;"m";289;8.43;6.4;45.15625;1.3171875;NA
18;"6m";-1;"Ind30";2;"train";1;"m";38;1.14;6.4;5.9375;0.178125;NA
19;"6m";0;"Ind25";1;"train";1;"m";74;2.16;6;12.3333333333333;0.36;NA
19;"6m";0;"Ind25";1;"train";2;"m";210;6.15;6;35;1.025;NA
19;"6m";0;"Ind25";2;"train";1;"m";145;3.93;6;24.1666666666667;0.655;NA
19;"6m";0;"Ind25";2;"train";2;"m";221;6.06;6;36.8333333333333;1.01;NA
19;"6m";0;"Ind26";1;"train";1;"m";177;5.25;6;29.5;0.875;NA
19;"6m";0;"Ind26";1;"train";2;"m";143;4.23;6;23.8333333333333;0.705;NA
19;"6m";0;"Ind26";2;"train";1;"m";178;4.8;6;29.6666666666667;0.8;NA
19;"6m";0;"Ind26";2;"train";2;"m";236;6.24;6;39.3333333333333;1.04;NA
19;"6m";0;"Ind27";1;"train";1;"m";149;4.17;6;24.8333333333333;0.695;NA
19;"6m";0;"Ind27";1;"train";2;"m";257;6.99;6;42.8333333333333;1.165;NA
19;"6m";0;"Ind27";2;"train";1;"m";229;6.48;6;38.1666666666667;1.08;NA
19;"6m";0;"Ind27";2;"train";2;"m";248;7.02;6;41.3333333333333;1.17;NA
19;"6m";0;"Ind28";1;"train";1;"m";58;1.62;6;9.66666666666667;0.27;NA
19;"6m";0;"Ind28";1;"train";2;"m";278;7.8;6;46.3333333333333;1.3;NA
19;"6m";0;"Ind28";2;"train";1;"m";110;3.03;6;18.3333333333333;0.505;NA
19;"6m";0;"Ind28";2;"train";2;"m";240;6.87;6;40;1.145;NA
19;"6m";0;"Ind29";1;"train";1;"m";357;10.11;6;59.5;1.685;NA
19;"6m";0;"Ind29";1;"train";2;"m";13;0.39;6;2.16666666666667;0.065;NA
19;"6m";0;"Ind29";2;"train";1;"m";400;11.28;6;66.6666666666667;1.88;NA
19;"6m";0;"Ind29";2;"train";2;"m";11;0.3;6;1.83333333333333;0.05;NA
19;"6m";0;"Ind30";1;"train";1;"m";337;9.72;6;56.1666666666667;1.62;NA
19;"6m";0;"Ind30";1;"train";2;"m";66;1.95;6;11;0.325;NA
19;"6m";0;"Ind30";2;"train";1;"m";182;5.19;6;30.3333333333333;0.865;NA
19;"6m";0;"Ind30";2;"train";2;"m";83;2.4;6;13.8333333333333;0.4;NA
20;"6m";1;"Ind25";1;"test";1;"m";497;3.45;6;82.8333333333333;0.575;8
20;"6m";1;"Ind25";1;"test";2;"m";37;0;6;6.16666666666667;0;8
20;"6m";1;"Ind25";2;"test";1;"m";229;1.41;6;38.1666666666667;0.235;8
20;"6m";1;"Ind25";2;"test";2;"m";723;4.92;6;120.5;0.82;8
20;"6m";1;"Ind26";1;"test";1;"m";1058;9.51;6;176.333333333333;1.585;8
20;"6m";1;"Ind26";1;"test";2;"m";36;0;6;6;0;8
20;"6m";1;"Ind27";1;"test";1;"m";732;5.43;6;122;0.905;8
20;"6m";1;"Ind27";1;"test";2;"m";122;0;6;20.3333333333333;0;8
20;"6m";1;"Ind27";2;"test";1;"m";105;0.66;6;17.5;0.11;8
20;"6m";1;"Ind27";2;"test";2;"m";694;5.91;6;115.666666666667;0.985;8
20;"6m";1;"Ind28";1;"test";1;"m";393;3.03;6;65.5;0.505;8
20;"6m";1;"Ind28";1;"test";2;"m";49;0;6;8.16666666666667;0;8
20;"6m";1;"Ind28";2;"test";1;"m";222;1.71;6;37;0.285;8
20;"6m";1;"Ind28";2;"test";2;"m";240;1.65;6;40;0.275;8
20;"6m";1;"Ind29";1;"test";1;"m";872;9.27;6;145.333333333333;1.545;8
20;"6m";1;"Ind29";1;"test";2;"m";43;0;6;7.16666666666667;0;8
20;"6m";1;"Ind29";2;"test";1;"m";1208;13.38;6;201.333333333333;2.23;8
20;"6m";1;"Ind29";2;"test";2;"m";330;3.06;6;55;0.51;8
20;"6m";1;"Ind30";1;"test";1;"m";656;4.8;6;109.333333333333;0.8;8
20;"6m";1;"Ind30";1;"test";2;"m";109;0;6;18.1666666666667;0;8
20;"6m";1;"Ind30";2;"test";1;"m";280;2.55;6;46.6666666666667;0.425;8
20;"6m";1;"Ind30";2;"test";2;"m";261;2.19;6;43.5;0.365;8
21;"6m";2;"Ind25";1;"test";1;"m";64;0;8;8;0;7
21;"6m";2;"Ind25";1;"test";2;"m";865;9.69;8;108.125;1.21125;7
21;"6m";2;"Ind25";2;"test";1;"m";456;1.59;4;114;0.3975;7
21;"6m";2;"Ind25";2;"test";2;"m";797;3.87;4;199.25;0.9675;7
21;"6m";2;"Ind26";1;"test";1;"m";2;0;8;0.25;0;7
21;"6m";2;"Ind26";1;"test";2;"m";1083;9.69;8;135.375;1.21125;7
21;"6m";2;"Ind26";2;"test";1;"m";823;3.21;4;205.75;0.8025;7
21;"6m";2;"Ind26";2;"test";2;"m";2;0.03;4;0.5;0.0075;7
21;"6m";2;"Ind27";1;"test";1;"m";34;0;8;4.25;0;7
21;"6m";2;"Ind27";1;"test";2;"m";395;4.35;8;49.375;0.54375;7
21;"6m";2;"Ind27";2;"test";1;"m";866;2.97;4;216.5;0.7425;7
21;"6m";2;"Ind27";2;"test";2;"m";197;1.08;4;49.25;0.27;7
21;"6m";2;"Ind28";1;"test";1;"m";43;0;8;5.375;0;7
21;"6m";2;"Ind28";1;"test";2;"m";588;5.07;8;73.5;0.63375;7
21;"6m";2;"Ind28";2;"test";1;"m";479;2.25;4;119.75;0.5625;7
21;"6m";2;"Ind28";2;"test";2;"m";432;2.28;4;108;0.57;7
21;"6m";2;"Ind29";1;"test";1;"m";57;0;8;7.125;0;7
21;"6m";2;"Ind29";1;"test";2;"m";1163;15.81;8;145.375;1.97625;7
21;"6m";2;"Ind29";2;"test";1;"m";38;0.12;4;9.5;0.03;7
21;"6m";2;"Ind29";2;"test";2;"m";1008;7.53;4;252;1.8825;7
21;"6m";2;"Ind30";1;"test";1;"m";30;0;8;3.75;0;7
21;"6m";2;"Ind30";1;"test";2;"m";19;0.21;8;2.375;0.02625;7
21;"6m";2;"Ind30";2;"test";1;"m";1187;4.14;4;296.75;1.035;7
21;"6m";2;"Ind30";2;"test";2;"m";16;0.03;4;4;0.0075;7
22;"6m";3;"Ind25";1;"test";1;"m";544;5.34;6;90.6666666666667;0.89;6
22;"6m";3;"Ind25";1;"test";2;"m";86;0;6;14.3333333333333;0;6
22;"6m";3;"Ind25";2;"test";1;"m";92;0.66;6;15.3333333333333;0.11;6
22;"6m";3;"Ind25";2;"test";2;"m";2099;9.06;6;349.833333333333;1.51;6
22;"6m";3;"Ind26";1;"test";1;"m";1129;11.82;6;188.166666666667;1.97;6
22;"6m";3;"Ind26";1;"test";2;"m";2;0;6;0.333333333333333;0;6
22;"6m";3;"Ind26";2;"test";1;"m";16;0.09;6;2.66666666666667;0.015;6
22;"6m";3;"Ind26";2;"test";2;"m";94;0.27;6;15.6666666666667;0.045;6
22;"6m";3;"Ind27";1;"test";1;"m";237;1.83;6;39.5;0.305;6
22;"6m";3;"Ind27";1;"test";2;"m";46;0;6;7.66666666666667;0;6
22;"6m";3;"Ind27";2;"test";1;"m";221;1.44;6;36.8333333333333;0.24;6
22;"6m";3;"Ind27";2;"test";2;"m";780;4.44;6;130;0.74;6
22;"6m";3;"Ind28";1;"test";1;"m";516;4.95;6;86;0.825;6
22;"6m";3;"Ind28";1;"test";2;"m";59;0;6;9.83333333333333;0;6
22;"6m";3;"Ind28";2;"test";1;"m";467;3.33;6;77.8333333333333;0.555;6
22;"6m";3;"Ind28";2;"test";2;"m";693;3.18;6;115.5;0.53;6
22;"6m";3;"Ind29";1;"test";1;"m";737;7.65;6;122.833333333333;1.275;6
22;"6m";3;"Ind29";1;"test";2;"m";29;0;6;4.83333333333333;0;6
22;"6m";3;"Ind29";2;"test";1;"m";1251;13.89;6;208.5;2.315;6
22;"6m";3;"Ind29";2;"test";2;"m";29;0.12;6;4.83333333333333;0.02;6
22;"6m";3;"Ind30";1;"test";1;"m";462;4.08;6;77;0.68;6
22;"6m";3;"Ind30";1;"test";2;"m";35;0;6;5.83333333333333;0;6
22;"6m";3;"Ind30";2;"test";1;"m";60;0.51;6;10;0.085;6
22;"6m";3;"Ind30";2;"test";2;"m";1244;4.26;6;207.333333333333;0.71;6
23;"6m";4;"Ind25";1;"test";1;"m";266;3.6;5.3;50.188679245283;0.679245283018868;5
23;"6m";4;"Ind25";1;"test";2;"m";67;0;5.3;12.6415094339623;0;5
23;"6m";4;"Ind25";2;"test";1;"m";581;3.18;6.7;86.7164179104478;0.474626865671642;5
23;"6m";4;"Ind25";2;"test";2;"m";498;2.19;6.7;74.3283582089552;0.326865671641791;5
23;"6m";4;"Ind26";1;"test";1;"m";99;1.29;5.3;18.6792452830189;0.243396226415094;5
23;"6m";4;"Ind26";1;"test";2;"m";41;0;5.3;7.73584905660377;0;5
23;"6m";4;"Ind26";2;"test";2;"m";1751;12.81;6.7;261.34328358209;1.91194029850746;5
23;"6m";4;"Ind27";1;"test";1;"m";147;1.77;5.3;27.7358490566038;0.333962264150943;5
23;"6m";4;"Ind27";1;"test";2;"m";31;0;5.3;5.84905660377358;0;5
23;"6m";4;"Ind27";2;"test";1;"m";449;2.58;6.7;67.0149253731343;0.385074626865672;5
23;"6m";4;"Ind27";2;"test";2;"m";417;2.61;6.7;62.2388059701493;0.38955223880597;5
23;"6m";4;"Ind28";1;"test";1;"m";393;5.04;5.3;74.1509433962264;0.950943396226415;5
23;"6m";4;"Ind28";1;"test";2;"m";62;0;5.3;11.6981132075472;0;5
23;"6m";4;"Ind28";2;"test";1;"m";811;5.58;6.7;121.044776119403;0.832835820895522;5
23;"6m";4;"Ind28";2;"test";2;"m";355;2.07;6.7;52.9850746268657;0.308955223880597;5
23;"6m";4;"Ind29";1;"test";1;"m";880;14.16;5.3;166.037735849057;2.67169811320755;5
23;"6m";4;"Ind29";1;"test";2;"m";3;0;5.3;0.566037735849057;0;5
23;"6m";4;"Ind29";2;"test";1;"m";1372;10.14;6.7;204.776119402985;1.5134328358209;5
23;"6m";4;"Ind29";2;"test";2;"m";1;0.03;6.7;0.149253731343284;0.00447761194029851;5
23;"6m";4;"Ind30";1;"test";2;"m";69;0;5.3;13.0188679245283;0;5
23;"6m";4;"Ind30";2;"test";1;"m";180;0.66;6.7;26.865671641791;0.0985074626865672;5
23;"6m";4;"Ind30";2;"test";2;"m";491;2.01;6.7;73.2835820895522;0.3;5
24;"6m";5;"Ind25";1;"test";1;"m";36;0;7;5.14285714285714;0;4
24;"6m";5;"Ind25";1;"test";2;"m";1822;14.16;7;260.285714285714;2.02285714285714;4
24;"6m";5;"Ind25";2;"test";1;"m";226;0.81;5;45.2;0.162;4
24;"6m";5;"Ind25";2;"test";2;"m";311;0.66;5;62.2;0.132;4
24;"6m";5;"Ind26";1;"test";1;"m";14;0;7;2;0;4
24;"6m";5;"Ind26";1;"test";2;"m";445;5.58;7;63.5714285714286;0.797142857142857;4
24;"6m";5;"Ind26";2;"test";1;"m";180;1.08;5;36;0.216;4
24;"6m";5;"Ind26";2;"test";2;"m";1979;10.5;5;395.8;2.1;4
24;"6m";5;"Ind27";1;"test";1;"m";38;0;7;5.42857142857143;0;4
24;"6m";5;"Ind27";1;"test";2;"m";181;1.38;7;25.8571428571429;0.197142857142857;4
24;"6m";5;"Ind27";2;"test";1;"m";429;1.77;5;85.8;0.354;4
24;"6m";5;"Ind27";2;"test";2;"m";432;1.8;5;86.4;0.36;4
24;"6m";5;"Ind28";1;"test";1;"m";60;0;7;8.57142857142857;0;4
24;"6m";5;"Ind28";1;"test";2;"m";585;4.53;7;83.5714285714286;0.647142857142857;4
24;"6m";5;"Ind28";2;"test";1;"m";989;5.52;5;197.8;1.104;4
24;"6m";5;"Ind28";2;"test";2;"m";318;1.2;5;63.6;0.24;4
24;"6m";5;"Ind29";1;"test";1;"m";37;0;7;5.28571428571429;0;4
24;"6m";5;"Ind29";1;"test";2;"m";1340;13.47;7;191.428571428571;1.92428571428571;4
24;"6m";5;"Ind29";2;"test";1;"m";760;5.37;5;152;1.074;4
24;"6m";5;"Ind29";2;"test";2;"m";430;2.58;5;86;0.516;4
24;"6m";5;"Ind30";1;"test";1;"m";40;0;7;5.71428571428571;0;4
24;"6m";5;"Ind30";1;"test";2;"m";438;3.72;7;62.5714285714286;0.531428571428571;4
24;"6m";5;"Ind30";2;"test";1;"m";771;3.48;5;154.2;0.696;4
24;"6m";5;"Ind30";2;"test";2;"m";439;2.1;5;87.8;0.42;4
25;"6m";6;"Ind25";1;"test";1;"m";894;9.33;6;149;1.555;3
25;"6m";6;"Ind25";1;"test";2;"m";45;0;6;7.5;0;3
25;"6m";6;"Ind25";2;"test";1;"m";665;3.09;6;110.833333333333;0.515;3
25;"6m";6;"Ind25";2;"test";2;"m";137;1.05;6;22.8333333333333;0.175;3
25;"6m";6;"Ind26";1;"test";1;"m";3;0.06;6;0.5;0.01;3
25;"6m";6;"Ind26";1;"test";2;"m";88;0;6;14.6666666666667;0;3
25;"6m";6;"Ind26";2;"test";2;"m";1369;14.91;6;228.166666666667;2.485;3
25;"6m";6;"Ind27";1;"test";1;"m";291;2.28;6;48.5;0.38;3
25;"6m";6;"Ind27";1;"test";2;"m";30;0;6;5;0;3
25;"6m";6;"Ind27";2;"test";1;"m";507;2.43;6;84.5;0.405;3
25;"6m";6;"Ind27";2;"test";2;"m";246;1.56;6;41;0.26;3
25;"6m";6;"Ind28";1;"test";1;"m";732;7.53;6;122;1.255;3
25;"6m";6;"Ind28";1;"test";2;"m";29;0;6;4.83333333333333;0;3
25;"6m";6;"Ind28";2;"test";1;"m";415;1.59;6;69.1666666666667;0.265;3
25;"6m";6;"Ind28";2;"test";2;"m";267;1.68;6;44.5;0.28;3
25;"6m";6;"Ind29";1;"test";1;"m";1036;13.62;6;172.666666666667;2.27;3
25;"6m";6;"Ind29";1;"test";2;"m";7;0;6;1.16666666666667;0;3
25;"6m";6;"Ind29";2;"test";1;"m";726;5.4;6;121;0.9;3
25;"6m";6;"Ind29";2;"test";2;"m";3;0.03;6;0.5;0.005;3
25;"6m";6;"Ind30";1;"test";1;"m";226;1.41;6;37.6666666666667;0.235;3
25;"6m";6;"Ind30";1;"test";2;"m";59;0;6;9.83333333333333;0;3
25;"6m";6;"Ind30";2;"test";1;"m";1701;8.94;6;283.5;1.49;3
25;"6m";6;"Ind30";2;"test";2;"m";67;0.36;6;11.1666666666667;0.06;3
26;"6m";7;"Ind25";1;"test";1;"m";51;0;7;7.28571428571429;0;2
26;"6m";7;"Ind25";1;"test";2;"m";445;5.34;7;63.5714285714286;0.762857142857143;2
26;"6m";7;"Ind25";2;"test";1;"m";921;3.33;5;184.2;0.666;2
26;"6m";7;"Ind25";2;"test";2;"m";514;2.97;5;102.8;0.594;2
26;"6m";7;"Ind26";1;"test";1;"m";1;0;7;0.142857142857143;0;2
26;"6m";7;"Ind26";1;"test";2;"m";1151;16.77;7;164.428571428571;2.39571428571429;2
26;"6m";7;"Ind26";2;"test";2;"m";1550;7.14;5;310;1.428;2
26;"6m";7;"Ind27";1;"test";1;"m";52;0;7;7.42857142857143;0;2
26;"6m";7;"Ind27";1;"test";2;"m";247;2.07;7;35.2857142857143;0.295714285714286;2
26;"6m";7;"Ind27";2;"test";1;"m";136;0.39;5;27.2;0.078;2
26;"6m";7;"Ind27";2;"test";2;"m";408;2.01;5;81.6;0.402;2
26;"6m";7;"Ind28";1;"test";1;"m";49;0;7;7;0;2
26;"6m";7;"Ind28";1;"test";2;"m";358;2.55;7;51.1428571428571;0.364285714285714;2
26;"6m";7;"Ind28";2;"test";1;"m";281;1.2;5;56.2;0.24;2
26;"6m";7;"Ind28";2;"test";2;"m";278;0.9;5;55.6;0.18;2
26;"6m";7;"Ind29";1;"test";1;"m";62;0;7;8.85714285714286;0;2
26;"6m";7;"Ind29";1;"test";2;"m";737;7.05;7;105.285714285714;1.00714285714286;2
26;"6m";7;"Ind29";2;"test";1;"m";570;3.87;5;114;0.774;2
26;"6m";7;"Ind29";2;"test";2;"m";794;5.46;5;158.8;1.092;2
26;"6m";7;"Ind30";1;"test";1;"m";55;0;7;7.85714285714286;0;2
26;"6m";7;"Ind30";1;"test";2;"m";181;2.43;7;25.8571428571429;0.347142857142857;2
26;"6m";7;"Ind30";2;"test";1;"m";2041;10.2;5;408.2;2.04;2
26;"6m";7;"Ind30";2;"test";2;"m";73;0.33;5;14.6;0.066;2
27;"6m";8;"Ind25";1;"test";1;"m";23;0;6;3.83333333333333;0;1
27;"6m";8;"Ind25";1;"test";2;"m";131;1.59;6;21.8333333333333;0.265;1
27;"6m";8;"Ind25";2;"test";1;"m";2766;12.96;6;461;2.16;1
27;"6m";8;"Ind25";2;"test";2;"m";20;0.15;6;3.33333333333333;0.025;1
27;"6m";8;"Ind26";1;"test";2;"m";971;12.54;6;161.833333333333;2.09;1
27;"6m";8;"Ind26";2;"test";2;"m";803;5.94;6;133.833333333333;0.99;1
27;"6m";8;"Ind27";1;"test";1;"m";12;0;6;2;0;1
27;"6m";8;"Ind27";1;"test";2;"m";115;1.53;6;19.1666666666667;0.255;1
27;"6m";8;"Ind27";2;"test";1;"m";466;1.98;6;77.6666666666667;0.33;1
27;"6m";8;"Ind27";2;"test";2;"m";405;2.34;6;67.5;0.39;1
27;"6m";8;"Ind28";1;"test";1;"m";29;0;6;4.83333333333333;0;1
27;"6m";8;"Ind28";1;"test";2;"m";140;1.62;6;23.3333333333333;0.27;1
27;"6m";8;"Ind28";2;"test";1;"m";43;0.09;6;7.16666666666667;0.015;1
27;"6m";8;"Ind28";2;"test";2;"m";213;0.84;6;35.5;0.14;1
27;"6m";8;"Ind29";1;"test";1;"m";39;0;6;6.5;0;1
27;"6m";8;"Ind29";1;"test";2;"m";896;14.16;6;149.333333333333;2.36;1
27;"6m";8;"Ind29";2;"test";1;"m";75;0.21;6;12.5;0.035;1
27;"6m";8;"Ind29";2;"test";2;"m";745;7.32;6;124.166666666667;1.22;1
27;"6m";8;"Ind30";1;"test";1;"m";61;0;6;10.1666666666667;0;1
27;"6m";8;"Ind30";1;"test";2;"m";46;0.6;6;7.66666666666667;0.1;1
27;"6m";8;"Ind30";2;"test";1;"m";1389;7.32;6;231.5;1.22;1
27;"6m";8;"Ind30";2;"test";2;"m";220;2.7;6;36.6666666666667;0.45;1
28;"mixed2";-1;"Ind10";1;"train";1;"f";190;5.58;5.5;34.5454545454545;1.01454545454545;NA
28;"mixed2";-1;"Ind10";1;"train";2;"f";3;0.09;5.5;0.545454545454545;0.0163636363636364;NA
28;"mixed2";-1;"Ind10";2;"train";1;"f";403;10.83;6.5;62;1.66615384615385;NA
28;"mixed2";-1;"Ind10";2;"train";2;"f";33;0.78;6.5;5.07692307692308;0.12;NA
28;"mixed2";-1;"Ind11";1;"train";1;"f";116;3.48;5.5;21.0909090909091;0.632727272727273;NA
28;"mixed2";-1;"Ind11";1;"train";2;"f";117;3.51;5.5;21.2727272727273;0.638181818181818;NA
28;"mixed2";-1;"Ind11";2;"train";1;"f";231;6.36;6.5;35.5384615384615;0.978461538461538;NA
28;"mixed2";-1;"Ind11";2;"train";2;"f";162;4.5;6.5;24.9230769230769;0.692307692307692;NA
28;"mixed2";-1;"Ind12";1;"train";1;"f";116;3.42;5.5;21.0909090909091;0.621818181818182;NA
28;"mixed2";-1;"Ind12";1;"train";2;"f";33;0.99;5.5;6;0.18;NA
28;"mixed2";-1;"Ind12";2;"train";1;"f";290;8.04;6.5;44.6153846153846;1.23692307692308;NA
28;"mixed2";-1;"Ind12";2;"train";2;"f";208;5.64;6.5;32;0.867692307692308;NA
28;"mixed2";-1;"Ind8";1;"train";1;"m";56;1.65;5.5;10.1818181818182;0.3;NA
28;"mixed2";-1;"Ind8";2;"train";1;"m";167;4.59;6.5;25.6923076923077;0.706153846153846;NA
28;"mixed2";-1;"Ind8";2;"train";2;"m";176;4.83;6.5;27.0769230769231;0.743076923076923;NA
28;"mixed2";-1;"Ind9";1;"train";1;"m";110;3.27;5.5;20;0.594545454545455;NA
28;"mixed2";-1;"Ind9";1;"train";2;"m";27;0.81;5.5;4.90909090909091;0.147272727272727;NA
28;"mixed2";-1;"Ind9";2;"train";1;"m";212;6;6.5;32.6153846153846;0.923076923076923;NA
28;"mixed2";-1;"Ind9";2;"train";2;"m";115;3.33;6.5;17.6923076923077;0.512307692307692;NA
29;"mixed2";0;"Ind10";1;"train";1;"f";305;8.34;6;50.8333333333333;1.39;NA
29;"mixed2";0;"Ind10";1;"train";2;"f";84;2.25;6;14;0.375;NA
29;"mixed2";0;"Ind10";2;"train";1;"f";177;4.92;6;29.5;0.82;NA
29;"mixed2";0;"Ind10";2;"train";2;"f";95;2.64;6;15.8333333333333;0.44;NA
29;"mixed2";0;"Ind11";1;"train";1;"f";119;3;6;19.8333333333333;0.5;NA
29;"mixed2";0;"Ind11";1;"train";2;"f";229;5.64;6;38.1666666666667;0.94;NA
29;"mixed2";0;"Ind11";2;"train";1;"f";53;1.47;6;8.83333333333333;0.245;NA
29;"mixed2";0;"Ind11";2;"train";2;"f";240;6.87;6;40;1.145;NA
29;"mixed2";0;"Ind12";1;"train";1;"f";140;3.78;6;23.3333333333333;0.63;NA
29;"mixed2";0;"Ind12";1;"train";2;"f";160;4.23;6;26.6666666666667;0.705;NA
